seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
1794,Wayne,Rogers,18,Capre Way,Jizaufe,ME,89331,$1844.09,BLUE,03/11/2003
1795,Ophelia,Grant,39,Wedus Key,Fofemajo,OR,50388,$8086.82,BLUE,10/01/1996
1796,Kyle,Hammond,22,Mojad Lane,Liesooz,NE,47735,$1380.71,RED,09/04/1984
1797,Cameron,Richards,41,Pahzad Road,Kajigep,PA,58111,$6127.34,BLUE,03/26/1935
1798,Harriet,Byrd,41,Iwake Loop,Epzewja,IL,18158,$7246.84,WHITE,07/23/1942
1799,Lura,Chapman,28,Ocedik Grove,Mucosok,IA,20852,$6787.91,RED,05/29/2024
1800,Hettie,Fitzgerald,59,Hilvo Ridge,Kewaji,TN,29289,$9431.48,RED,10/05/1938
1801,Effie,Holland,24,Ekesi Parkway,Galiji,LA,26275,$7792.24,GREEN,03/24/1986
1802,Todd,Aguilar,62,Ehdik Trail,Valoid,CO,92870,$4489.55,BLUE,11/18/2055
1803,Lula,Underwood,53,Vaboke Point,Bupipen,WI,76730,$2998.54,BLUE,01/10/2020
1804,Leila,Taylor,61,Okab Court,Dolihsuk,KY,19400,$5781.39,YELLOW,11/20/1964
1805,Charlie,Garza,49,Urem Court,Wissupar,GA,55090,$8443.48,RED,06/07/1994
1806,Angel,Welch,54,Wike Drive,Uwihojvec,MD,33502,$605.26,YELLOW,02/26/2002
1807,Katherine,Nash,39,Bioc Place,Nuniwe,NM,32065,$928.67,GREEN,04/11/1932
1808,Connor,Stewart,36,Womimi Mill,Bugtukto,IA,78934,$8846.44,RED,03/05/2036
1809,Nannie,Ramirez,41,Arpa Heights,Jurkiwwej,TN,40183,$773.27,RED,01/22/1912
1810,Betty,Copeland,21,Daluh Way,Rubdidi,AR,54122,$3853.59,BLUE,01/22/1960
1811,Lydia,Fields,64,Tuopi Lane,Vuheef,HI,99659,$4940.37,RED,11/14/1993
1812,Aaron,Garrett,33,Ezman Mill,Towikulur,FL,38141,$8659.35,YELLOW,11/21/1921
1813,Edna,Maldonado,41,Sotre Center,Wetuscus,ID,87826,$7945.32,BLUE,04/02/1979
1814,Jordan,Lopez,65,Ataoja View,Wuralep,AK,41031,$9812.08,BLUE,09/06/1987
1815,Madge,Park,45,Fumin Lane,Pacwovmi,DE,85874,$7753.23,RED,08/23/1974
1816,Charles,Hampton,31,Erevic Terrace,Wolumib,TN,49200,$5863.02,RED,12/14/1935
1817,Caleb,Jackson,61,Jozso Drive,Radowup,IL,67271,$2744.20,GREEN,07/14/1930
1818,Chad,Cunningham,34,Vatoju Circle,Zipamaw,MN,61997,$5904.08,WHITE,11/10/2069
1819,Marc,Blair,19,Wojog Drive,Dadvicuk,MT,37525,$8524.87,BLUE,09/08/2024
1820,Jordan,Copeland,58,Keja Manor,Cinace,NY,12637,$6142.03,RED,08/29/1976
1821,Eleanor,Russell,58,Epuje Square,Ilcuckef,MO,57852,$6621.24,RED,08/28/1978
1822,Mathilda,Haynes,59,Keze Circle,Awaisejob,VA,87973,$1858.98,BLUE,09/30/2055
1823,Milton,Gray,31,Sosja Parkway,Decgabvof,MA,26668,$1527.70,WHITE,03/22/1920
1824,Cordelia,Gilbert,42,Limu Avenue,Veamek,KY,25151,$7508.99,RED,09/03/1980
1825,Tommy,Hughes,34,Mudko Drive,Kegumebu,ME,54943,$1823.52,WHITE,03/30/1963
1826,Jerry,Sherman,48,Tadgor Plaza,Bawonino,AK,06252,$8814.28,GREEN,03/30/2001
1827,Dennis,Chavez,44,Depmaz Turnpike,Bisahvi,WV,76962,$965.20,GREEN,06/06/1953
1828,Joe,Watts,56,Tihe Heights,Hekravji,MA,57696,$1277.75,YELLOW,11/05/2019
1829,Bryan,McCarthy,65,Hohe Place,Agenme,NH,94269,$8734.56,GREEN,05/09/2065
1830,Cory,Hale,49,Dutbor Highway,Tocozol,MI,92920,$1366.98,RED,08/07/1976
1831,Troy,Knight,47,Vugdu River,Caslahuv,DE,62453,$9926.13,WHITE,11/28/1986
1832,Thomas,Bryant,28,Odrih Heights,Maftepse,TN,07692,$1574.39,RED,02/05/2063
1833,Milton,Lambert,44,Divo Highway,Tobahsin,AL,47599,$5754.16,GREEN,01/28/1944
1834,Jon,Rogers,52,Gojpis Turnpike,Junece,OK,76302,$6442.49,BLUE,08/29/2035
1835,Susie,Kelley,23,Caif Square,Bawmatit,SC,84846,$629.05,YELLOW,08/04/2026
1836,Eleanor,Franklin,59,Bilri Pass,Bolavaihu,ND,52022,$3686.48,BLUE,05/14/2042
1837,Dora,Hayes,21,Rojag Plaza,Olomiihe,MT,76388,$4280.77,BLUE,05/09/1983
1838,Nora,Jimenez,42,Lemzu Pike,Ikwesve,MS,52484,$7078.07,WHITE,11/28/2036
1839,Ronald,Bishop,43,Raohe Place,Hufbotji,WA,23081,$2092.53,YELLOW,01/18/2015
1840,Daniel,Flowers,52,Rotso Square,Isafezho,VT,47545,$446.24,YELLOW,01/06/1939
1841,Olga,Carter,56,Reju River,Icelutim,ND,13105,$1854.30,BLUE,09/07/1916
1842,Sean,Carlson,23,Zosfo Key,Lijcajva,OK,62715,$1864.17,WHITE,07/11/2007
1843,Gavin,Rowe,21,Juvi Way,Teszawic,WI,72254,$5085.56,YELLOW,05/06/1972
1844,Mason,Ortiz,35,Vovris Center,Gojbuig,UT,83682,$3361.98,RED,07/31/2048
1845,Cody,Wood,65,Jintul Turnpike,Ozetuhu,KS,96975,$7582.38,WHITE,05/11/2015
1846,Edna,Glover,44,Dirjik Drive,Juotgum,VA,09608,$9894.21,BLUE,01/07/2015
1847,Loretta,Terry,26,Rahwum Court,Weoducab,AL,27356,$398.51,YELLOW,06/16/2055
1848,Teresa,Henry,39,Afge View,Azsafec,NC,04014,$7632.41,GREEN,06/04/1902
1849,Amy,Carr,52,Bagehi Manor,Wetivji,NM,25314,$7044.17,WHITE,08/15/2052
1850,Gertrude,Hudson,37,Teoga Manor,Kaigpo,IA,32257,$1221.80,YELLOW,07/28/1992
1851,Bertha,Walters,49,Efomiv Road,Ebgecji,VT,49398,$1081.55,BLUE,12/31/2054
1852,Elizabeth,Cain,49,Vuhsej Street,Boabvu,HI,13777,$552.62,RED,01/22/1950
1853,Glenn,Bowers,19,Owhu Circle,Hozucici,NH,95075,$2619.95,GREEN,06/09/1960
1854,Effie,Fernandez,62,Uzcaf Pike,Duozipi,CA,59292,$803.69,GREEN,09/01/2028
1855,Amanda,Morales,36,Okifo Turnpike,Pamgever,NV,29752,$3170.44,YELLOW,08/31/1939
1856,Mary,Oliver,27,Okon Turnpike,Bacpema,AZ,50222,$6258.93,GREEN,07/29/2016
1857,Shane,Tucker,21,Kazoha Trail,Nihizerol,MI,32084,$8213.82,GREEN,12/30/2004
1858,Sophie,Briggs,61,Nidol Mill,Fesifja,UT,42001,$4617.56,GREEN,12/08/1983
1859,Theresa,Lyons,46,Obocu Path,Zesobaj,MA,46929,$5282.67,BLUE,10/07/1981
1860,Helen,Horton,57,Ufasuf Turnpike,Lebhicepu,RI,83325,$696.99,BLUE,03/05/1996
1861,Connor,Little,34,Podzu Drive,Jojecepet,LA,20449,$2790.30,BLUE,08/19/1987
1862,Jared,Valdez,22,Metpaz River,Megjeno,UT,56274,$9839.01,BLUE,05/13/1988
1863,Walter,Parks,44,Naaf Point,Jodbowuc,AL,80622,$191.49,BLUE,01/05/1915
1864,Elmer,Rivera,35,Lovu Pike,Juzaifo,OH,63947,$5789.01,WHITE,08/06/1944
1865,Polly,Logan,61,Usahac Loop,Litkagot,NC,11783,$4756.63,BLUE,08/28/1956
1866,Johanna,Harrison,49,Natpic Grove,Ukohifud,VT,09697,$9936.43,WHITE,03/11/2033
1867,Jesse,Cain,34,Gudnu Terrace,Fegemo,WV,19271,$1630.25,BLUE,02/27/2010
1868,Georgia,Riley,44,Olho Ridge,Obaehsed,CO,26320,$5358.94,WHITE,11/27/1919
1869,Justin,Roberts,33,Newop Plaza,Vergubi,IL,31412,$7210.81,BLUE,06/23/1931
1870,Nora,Boyd,50,Fobjaw Pike,Macfopa,NJ,10844,$3354.63,RED,11/07/1976
1871,Thomas,Larson,54,Kuju Highway,Juctaipa,AK,75614,$5343.05,YELLOW,07/28/2034
1872,Lloyd,Morales,53,Wora Plaza,Igsacfu,NE,37219,$9691.01,GREEN,01/03/2001
1873,Todd,Osborne,27,Zihi Highway,Febecden,ID,24155,$7434.13,BLUE,06/15/2056
1874,Verna,Harper,44,Ohoto Path,Sutudwi,WA,73434,$8297.30,BLUE,02/21/1968
1875,Essie,Mendoza,25,Oler Junction,Letwupe,AL,66068,$1224.97,GREEN,03/22/1938
1876,Jim,Harrison,33,Riaw Park,Hiukijal,IA,12463,$9451.32,WHITE,07/25/2043
1877,Adelaide,Tran,22,Egoge Park,Azvogip,AR,40449,$9238.35,BLUE,10/03/1913
1878,Lloyd,Vaughn,27,Fashoz Circle,Navanlul,NY,99391,$4377.46,GREEN,12/22/2061
1879,Randall,Beck,43,Kugdeb Circle,Lapfeptiw,WI,45456,$1451.75,RED,05/14/2000
1880,Minerva,Goodman,32,Emuoz Key,Sapzilge,KY,36340,$1538.10,WHITE,09/06/1955
1881,Allen,Boyd,54,Tocsu Heights,Noumauso,GA,18414,$2180.64,YELLOW,09/17/1925
1882,Mitchell,Benson,44,Buno Extension,Ropwatdi,SD,45186,$972.69,GREEN,02/19/2034
1883,Mabel,Rios,38,Daru Key,Kuopijur,SD,33242,$1505.97,GREEN,01/20/1984
1884,Sarah,Boone,55,Udouw Key,Basdigif,WY,78667,$4846.71,YELLOW,06/22/1922
1885,Mittie,Baldwin,50,Nubpat Pike,Pubekowan,MN,88718,$9419.80,RED,05/19/1946
1886,Phillip,Carpenter,38,Rudtu Turnpike,Jowhasu,LA,70318,$818.86,GREEN,07/02/1996
1887,Wayne,Henderson,38,Hudlel Street,Ugjafvuc,MN,84842,$7526.74,YELLOW,01/24/2065
1888,Isabel,Hernandez,58,Umdob Extension,Todgataz,MI,56593,$6652.19,RED,11/19/1921
1889,Ian,Hunter,51,Fifi Mill,Pozavowar,IN,77273,$604.20,WHITE,03/19/1928
1890,Harry,Herrera,29,Jerus River,Nepiwgu,AZ,36775,$1720.34,GREEN,08/23/2041
1891,Marvin,Marshall,26,Ocep Point,Hatjugeme,ID,03571,$4217.85,GREEN,07/16/1955
1892,Jon,Lamb,36,Gula Park,Diwejkaj,SC,38708,$5489.92,BLUE,06/26/1916
1893,Clifford,Ray,31,Vobce Boulevard,Ohadozo,NJ,30789,$3505.03,RED,07/19/1921
1894,Cole,Patrick,57,Dahhap Court,Empoovo,SD,96784,$9733.27,BLUE,07/24/1981
1895,Nelle,Benson,29,Sosu Plaza,Luedpa,OK,36759,$6457.24,YELLOW,07/15/2037
1896,Alan,Padilla,19,Redho Point,Atjuve,OK,92083,$1656.20,GREEN,05/22/2019
1897,Mason,Wilkins,42,Vuige Key,Acewapib,IN,38594,$861.60,BLUE,03/27/2052
1898,Bernard,Ortiz,63,Alaku Plaza,Ucikezvo,ME,70009,$3071.50,YELLOW,06/12/2069
1899,Hulda,Wade,44,Itopug Terrace,Rowuupa,NM,02122,$9792.74,GREEN,02/27/1920
1900,Carrie,Hall,46,Wemib Lane,Hevimav,RI,97544,$9541.85,WHITE,06/29/1903
1901,William,Santos,45,Tura Court,Fioptet,WI,33425,$841.42,WHITE,11/20/2051
1902,Larry,Graves,32,Nogpe Pass,Bolwoku,NM,55874,$6803.17,BLUE,11/14/2066
1903,Devin,Lowe,23,Kewa Drive,Vugforre,FL,47680,$7676.79,RED,02/28/1943
1904,Susan,Quinn,41,Mazi Loop,Acjophi,WI,06452,$4289.23,YELLOW,12/09/1927
1905,Clayton,Nichols,44,Jola Ridge,Eltilo,UT,41592,$503.13,GREEN,01/01/1924
1906,Cory,Wright,32,Tazha Square,Evoneve,GA,32025,$2617.77,BLUE,11/06/2053
1907,Gerald,Russell,22,Ulozen Boulevard,Kaofaowu,KY,55725,$9017.89,WHITE,06/12/1913
1908,Elmer,Alexander,22,Rikreb Glen,Usileliz,FL,26142,$1942.89,BLUE,02/20/1975
1909,Wayne,Summers,47,Ubhij Drive,Gaavhob,GA,56403,$1252.66,WHITE,05/08/1986
1910,Kate,Hughes,32,Zudo Junction,Buzodod,WA,64873,$460.17,RED,12/11/1940
1911,Mathilda,Kelly,58,Orrak Plaza,Tebijne,NM,06889,$480.47,WHITE,05/23/2049
1912,Ida,Reid,43,Zimca Turnpike,Heogefe,NE,01544,$3348.19,YELLOW,08/07/1939
1913,Julia,Austin,59,Zued Grove,Eclalor,WY,80252,$1727.26,RED,01/28/1936
1914,Isabelle,Daniel,20,Mursog Path,Polhete,CO,00969,$5270.43,RED,06/22/1985
1915,Thomas,Fisher,64,Wulse Center,Mumgenlod,KY,05777,$9025.18,WHITE,05/19/1925
1916,Mattie,Maldonado,40,Latuh Avenue,Docohfe,FL,01909,$3279.45,RED,04/12/2002
1917,Mathilda,Caldwell,53,Hiletu Plaza,Sopzupdak,OH,86659,$997.17,GREEN,02/26/1999
1918,Janie,Jefferson,65,Pufzir Road,Hudgami,WI,44800,$2270.00,RED,05/17/1911
1919,Mathilda,Gonzalez,28,Piin Trail,Kuceguk,MN,48734,$8361.69,WHITE,12/18/1965
1920,Joel,Stevens,23,Dupse Turnpike,Osfofef,AK,85937,$2280.06,RED,05/31/2033
1921,Lenora,Howard,56,Nafrog Extension,Homunza,NH,19464,$581.03,YELLOW,01/09/2063
1922,Emilie,McCormick,19,Jujel Road,Tutilrek,WI,67628,$3062.56,YELLOW,09/30/1984
1923,Louisa,Wilkins,37,Liwuw Park,Tevikko,HI,78835,$5472.13,GREEN,07/25/2026
1924,Harriett,Swanson,63,Ibipa Mill,Pektohuf,FL,47461,$1177.34,BLUE,10/24/1950
1925,Marvin,Coleman,49,Nuvoh Trail,Penonupu,PA,59592,$607.56,RED,11/22/1913
1926,Sadie,Lamb,61,Kume Extension,Banvuna,CA,58894,$8800.01,RED,10/30/1976
1927,Rosalie,Stephens,53,Kapkad Loop,Pezisi,NM,40720,$1389.32,RED,04/01/1918
1928,Bryan,Jackson,36,Gahvad Extension,Tucaciwep,AL,22690,$4965.33,BLUE,09/02/2065
1929,Esther,Padilla,28,Cazi Heights,Uttakcon,VT,27747,$9262.81,GREEN,02/23/1928
1930,Clarence,Ryan,59,Miga Pike,Biekanic,IN,07700,$5527.68,WHITE,04/01/1995
1931,Katherine,Morton,37,Sesvol Point,Vansilca,AR,37935,$2079.75,YELLOW,09/02/2011
1932,Margaret,McBride,28,Davel Heights,Damehe,TX,75702,$7843.56,WHITE,03/13/1912
1933,Austin,Roberson,26,Fedpu Point,Bezimenu,WA,42201,$8386.25,RED,06/10/1984
1934,Jeff,Craig,64,Emsa Heights,Ludjirceg,TX,67854,$5937.16,WHITE,05/07/2023
1935,Mayme,Obrien,42,Catko Drive,Ubhukme,NC,74747,$2409.93,GREEN,01/27/1915
1936,Gabriel,Gilbert,64,Cetji Extension,Repuuw,WY,35388,$7806.84,YELLOW,05/19/2051
1937,Elsie,Norman,22,Zuah Park,Tarumig,FL,36141,$1112.55,BLUE,10/24/2029
1938,Carlos,McKenzie,39,Tibmar Street,Epadado,TN,93826,$8760.11,RED,11/11/1964
1939,Gavin,Obrien,32,Pevnog Junction,Huzodeg,ID,64766,$1825.72,BLUE,09/18/1972
1940,Bertie,Nelson,38,Bampum Terrace,Ajavagum,MT,55303,$6268.12,WHITE,12/23/1957
1941,Virgie,Horton,39,Tacpu Court,Mivelom,CA,47147,$7495.51,BLUE,02/03/2013
1942,Lena,Romero,35,Lemalo Grove,Uhuegile,UT,01569,$3991.52,GREEN,05/05/1914
1943,Addie,Patrick,62,Ubhez Drive,Cegsisceg,MO,67702,$309.23,YELLOW,09/30/1937
1944,Lina,Hunter,33,Sojho Manor,Zaszojuc,WV,30972,$1021.68,BLUE,01/08/1924
1945,Jordan,Norton,49,Tamul Drive,Wugbodfuc,RI,32719,$7623.36,BLUE,08/03/2025
1946,Anthony,Shelton,36,Odonu Ridge,Hejjigtu,LA,39258,$9360.60,WHITE,03/21/1944
1947,Chester,Sims,46,Jeofu Grove,Ebouvbep,IA,14122,$6750.53,RED,12/15/2046
1948,Fanny,McCoy,43,Mazoj Lane,Cinipni,NJ,14733,$1636.74,RED,06/16/2051
1949,Derrick,Cunningham,43,Avlu Junction,Tolusu,TN,32234,$8827.28,WHITE,06/17/1975
1950,Kenneth,Park,65,Awebe Square,Fedcehsu,PA,25224,$5210.38,GREEN,11/03/1957
1951,Mamie,Harris,22,Foci Junction,Geloiva,ME,43950,$1134.68,RED,12/12/1977
1952,Cory,Jensen,48,Miho Heights,Lehizsu,MS,13281,$4121.06,BLUE,10/11/1924
1953,Russell,Fisher,46,Rihwe Lane,Ruvbikota,AK,28038,$1100.37,RED,04/01/1920
1954,Gordon,Hicks,27,Bomzah Extension,Cecsabsam,CT,64033,$8539.93,RED,10/25/1997
1955,Patrick,Huff,33,Hipdeg Ridge,Oratamhek,MT,18608,$901.75,YELLOW,09/26/1954
1956,Herman,Bell,18,Gami River,Jalauf,KS,19706,$1839.18,WHITE,09/21/1984
1957,Nelle,Greer,28,Nuwse Grove,Mafeeh,NM,08687,$7687.05,BLUE,06/07/2025
1958,Katherine,Morales,24,Mofec Lane,Cukteew,ND,04724,$3126.61,YELLOW,05/09/2039
1959,Albert,Day,44,Ogfu Turnpike,Ambeccod,CT,49707,$5365.26,YELLOW,07/21/2013
1960,Mittie,Jensen,51,Evejev River,Cicdora,ME,85331,$1812.53,BLUE,06/02/2058
1961,Norman,McKenzie,46,Nasu Highway,Liaratiw,NM,11440,$4044.04,BLUE,08/24/1926
1962,Beulah,Gibson,42,Gomci Place,Kusgecsi,MI,65143,$1671.74,YELLOW,12/26/1916
1963,Lenora,Palmer,44,Jilo Highway,Mavimelo,WY,40659,$8081.19,BLUE,07/29/2056
1964,Mason,Webster,46,Efiara Way,Bujeaba,NC,48839,$1603.80,RED,02/25/1933
1965,Randy,Santiago,58,Jazu Lane,Etweta,MN,21203,$5380.00,WHITE,01/23/2065
1966,Maggie,Griffith,48,Nenoju Extension,Lujoksu,MA,50565,$8833.92,GREEN,03/29/2061
1967,Katherine,Cummings,53,Tiddas Lane,Aridawef,RI,04641,$8746.90,RED,07/13/2055
1968,Mollie,Nelson,59,Korac Pass,Lajpirej,AL,93275,$1155.49,GREEN,06/22/1925
1969,Mathilda,Cooper,47,Zatcut Street,Vugbaeh,KS,23458,$3591.75,RED,01/07/2057
1970,Aaron,Mendoza,24,Koviz Avenue,Kothizub,SC,73275,$8438.36,YELLOW,11/24/2038
1971,Dora,Burgess,32,Surare Lane,Pivzoja,AK,66394,$4786.53,WHITE,08/30/1955
1972,Gene,Williams,21,Lival Center,Pebofta,CO,55803,$9187.95,WHITE,08/22/1928
1973,Ruth,Hayes,49,Lusram Path,Posgaro,VA,25013,$20.52,WHITE,05/26/2000
1974,Andrew,Casey,47,Zeuvo Avenue,Nabikjiw,GA,90917,$5475.92,GREEN,03/20/1904
1975,Jayden,Gross,39,Ehzij Manor,Tosgigur,IL,39569,$5120.02,BLUE,03/06/1919
1976,Catherine,Marshall,37,Timdip Highway,Gafjozud,KS,53624,$7184.60,WHITE,01/24/2007
1977,Ryan,Sims,27,Kibvo Avenue,Gokkernas,MI,34918,$143.20,RED,07/10/2014
1978,Lloyd,Jefferson,50,Pathij Key,Getufha,SD,57642,$2032.75,RED,08/17/2020
1979,Gilbert,Floyd,29,Caeva Court,Bahizup,OH,87319,$7161.78,YELLOW,11/03/1952
1980,Laura,Cain,35,Rimuh Lane,Nownifwap,AK,35425,$4725.32,GREEN,06/02/2053
1981,May,Tran,32,Dibe Turnpike,Jahotsiv,RI,71776,$27.71,RED,01/13/1993
1982,Agnes,Morrison,28,Aruluz Park,Hudjuti,SC,24932,$3472.04,BLUE,01/16/1918
1983,Olivia,McGuire,33,Gisow View,Zeklebrez,MS,85169,$4302.17,RED,06/15/1970
1984,Tom,Holmes,49,Pisag Place,Focanoli,NY,95740,$571.82,WHITE,01/04/1916
1985,Martin,Fleming,51,Dulve Place,Anperus,TX,24151,$4374.28,YELLOW,07/28/1924
1986,Adeline,Young,48,Edowec Street,Finamgob,MS,43860,$9011.94,BLUE,12/05/1986
1987,Dora,Aguilar,60,Jawel Court,Bapavkub,NC,92735,$1743.78,RED,04/09/1996
1988,Rosie,Potter,60,Kivug Extension,Nakledob,NC,60556,$7492.20,YELLOW,01/11/2006
1989,Mayme,Hubbard,59,Peluc Court,Opokaje,OK,61699,$2864.23,RED,03/25/1964
1990,Minerva,Morris,36,Voci Point,Suetofez,WY,07394,$1580.17,RED,12/05/1928
1991,Katherine,Harmon,34,Egeli Square,Jowoafe,OK,24580,$9354.94,GREEN,09/28/2045
1992,Jeff,White,28,Utiiwe Plaza,Hokpufaci,CT,53910,$36.17,GREEN,01/21/2028
1993,Amy,Norman,53,Munar Highway,Awawovih,NJ,59717,$5889.80,GREEN,09/23/1996
1994,Eliza,Holt,34,Nekec Terrace,Cagkavo,MT,43049,$1445.41,BLUE,05/07/2049
1995,Jon,Colon,28,Kilim Heights,Wunkeje,ME,10380,$7967.49,WHITE,08/21/1978
1996,Cole,Brock,61,Uchi Center,Osgofuk,WI,64631,$8217.42,WHITE,07/12/1961
1997,Beulah,Christensen,27,Citwem Loop,Focraniv,AZ,35676,$1084.47,GREEN,07/10/1934
1998,Sue,Robbins,36,Veot Place,Jojufbel,MN,18335,$347.18,RED,12/30/2044
1999,Glen,Robertson,29,Lawfac Key,Faivuke,IL,21704,$190.61,WHITE,07/13/1975
2000,Roger,Hubbard,59,Nefhop Circle,Asetanvil,IN,20567,$4668.20,BLUE,08/09/2005
2001,Eula,Tucker,24,Pudne Street,Jewkere,OH,12077,$5907.45,YELLOW,09/02/1978
2002,Bertie,Mullins,27,Kokebu Drive,Nurfirseb,VA,88372,$9575.10,YELLOW,10/29/2041
2003,Leo,Mathis,49,Silep Place,Suhdopu,OK,16107,$4707.03,BLUE,11/26/1947
2004,William,Lindsey,20,Haka Drive,Iriosawof,AZ,56194,$3132.54,BLUE,10/09/1910
2005,Alta,Goodman,41,Vatew Trail,Sirbafek,LA,84080,$8589.07,RED,02/16/1949
2006,Della,Holt,29,Gulfec River,Movora,NE,80369,$4588.58,BLUE,07/02/2042
2007,Delia,Vaughn,46,Titgej Street,Utuhuzoso,CT,25038,$285.24,GREEN,11/10/1954
2008,Essie,Fields,61,Sevi Road,Jumufu,WA,63816,$7940.06,GREEN,08/26/1976
2009,Craig,Newman,23,Kive Pass,Fipiof,TN,88112,$5565.77,YELLOW,06/02/1914
2010,Birdie,Lynch,38,Liafi Terrace,Egwopur,UT,31788,$1942.14,GREEN,05/21/1967
2011,Isabel,Ford,21,Rafwi Place,Efwosros,MD,38399,$3038.73,WHITE,04/28/2032
2012,John,Davidson,52,Ibhe Trail,Muigipa,FL,43863,$7289.01,WHITE,10/05/2048
2013,Betty,Lee,25,Puvon Path,Idegojo,MD,69200,$5605.37,RED,10/10/1974
2014,Isabel,Ballard,25,Kuva Road,Cewpacro,FL,63599,$5442.51,BLUE,05/06/1985
2015,Betty,Caldwell,42,Ikiez Loop,Reranafo,MN,40966,$6530.30,BLUE,12/22/2039
2016,Francisco,Zimmerman,38,Pozwod Road,Honowbup,OK,19647,$6504.43,RED,06/02/2020
2017,Ernest,Newton,24,Ijaca Street,Dufaob,SD,57372,$2356.90,WHITE,12/24/1923
2018,Katharine,Mack,21,Riozo Plaza,Niazude,AR,63556,$7213.59,RED,01/14/1911
2019,Jeanette,Newton,63,Efoliv Way,Pateloc,TN,84114,$1803.93,RED,12/19/2051
2020,Bertha,Robinson,34,Febo Point,Vejesho,AZ,75194,$509.44,RED,10/01/1928
2021,Nathan,Carr,27,Huiji Grove,Kivkussar,ND,60062,$6766.83,WHITE,04/02/1922
2022,Delia,Payne,59,Detin Extension,Kakgejhe,CO,70313,$2823.51,RED,09/12/2057
2023,Dora,Knight,65,Ruog Terrace,Pelcelaka,RI,39643,$8928.41,RED,09/09/1987
2024,Keith,Haynes,18,Kopag Center,Kivuripa,CT,04250,$6503.53,YELLOW,11/12/1978
2025,Nelle,Tucker,26,Akaic Ridge,Ababuano,MO,19023,$8216.88,BLUE,02/15/2009
2026,Joe,Edwards,36,Robi Drive,Bopaptu,ID,44341,$1184.96,BLUE,09/07/1988
2027,Josephine,Guzman,28,Kiuzi Parkway,Latjeve,NY,20033,$9823.00,GREEN,10/04/1991
2028,Harold,Hanson,19,Nacpe Pass,Anojoda,PA,75938,$5711.46,GREEN,07/24/1951
2029,Ethan,Jefferson,19,Ijuno Square,Teglucun,MS,10950,$9978.11,GREEN,02/04/2015
2030,Roy,Lee,52,Kami Plaza,Hehiivu,NH,14090,$7439.63,BLUE,06/20/2053
2031,Andre,McGee,31,Oboto Path,Lipolzid,CA,39922,$2910.88,RED,10/07/1985
2032,Jonathan,Greene,39,Zioce Glen,Sicofoc,CO,06515,$6358.06,YELLOW,11/27/2016
2033,Steve,Hanson,36,Owicas Junction,Tofcawmac,CO,07692,$815.10,WHITE,06/13/1998
2034,Seth,Castro,59,Bomoh Pass,Mannussi,GA,17750,$2524.52,GREEN,11/11/1954
2035,Bess,Sullivan,55,Fasaf Lane,Viuwla,ID,63353,$2852.78,GREEN,02/17/1931
2036,Ellen,Wilkins,50,Wingu Drive,Bawolruz,MA,39316,$32.55,YELLOW,08/21/2050
2037,Mabel,Gibson,23,Zibiwa Key,Ajculuf,IA,64897,$9069.77,WHITE,01/16/2019
2038,Michael,Cortez,28,Polke Ridge,Cuceun,ME,17176,$1858.76,BLUE,03/18/1995
2039,Danny,Patrick,40,Cobti Path,Nepumuri,DE,37670,$3454.25,RED,02/02/2000
2040,Sue,Schultz,47,Hibmo Circle,Kugehfup,MA,88995,$2106.20,RED,05/06/1936
2041,Dylan,Joseph,52,Zizbi Terrace,Koicujeb,WV,61980,$7645.90,BLUE,05/30/2042
2042,Gavin,Ward,37,Leewi Drive,Ruamifo,CT,06501,$6509.95,WHITE,05/04/1972
2043,Devin,Little,47,Leef Manor,Cotulaw,CO,48824,$5589.97,YELLOW,02/27/1976
2044,Jeremiah,Jones,61,Vajek Key,Vuludza,KY,53975,$9180.17,WHITE,12/09/2049
2045,Myrtie,Pratt,44,Rijma Park,Bozadca,NV,50793,$1114.75,GREEN,03/28/1987
2046,Clyde,Carroll,19,Ijza Grove,Jobmebsad,AK,47773,$2211.40,BLUE,12/08/1979
2047,Lela,Gray,22,Tosic Boulevard,Sopimaede,LA,69924,$8612.33,GREEN,01/27/1964
2048,Gavin,Arnold,20,Kopbiz Loop,Pabonajip,PA,18028,$7120.70,YELLOW,12/28/1929
2049,Eunice,Caldwell,61,Rezor Pass,Takije,NM,16735,$4806.47,BLUE,09/30/1974
2050,Ivan,Atkins,47,Ereze Trail,Nermafer,NH,88071,$1765.54,YELLOW,08/03/1957
2051,Henrietta,Rios,58,Bodo View,Niguzlol,NJ,34090,$1774.13,RED,08/05/1909
2052,Ina,Waters,26,Nidto Pike,Pegvopu,CT,19989,$4818.19,GREEN,12/23/1903
2053,Elnora,Waters,28,Ilicut Point,Amihifi,TX,69312,$974.38,RED,12/17/2024
2054,Cora,Willis,53,Fisfan Mill,Jinepwep,ME,51561,$1693.96,WHITE,06/09/2035
2055,Rosie,Sims,22,Moebi Manor,Evasete,OK,21921,$8038.55,RED,09/25/1976
2056,Sam,Love,44,Dumim Parkway,Sicesjez,WV,40903,$1964.58,RED,03/25/1998
2057,Miguel,Hogan,61,Pinuma River,Emjawut,MI,21792,$8641.35,WHITE,12/11/1913
2058,Bernice,Hughes,23,Goca Pike,Okjoegu,NE,38098,$5862.72,GREEN,07/04/2038
